x,y
0.,0.3612948080340758
0.0027392683079298856,0.36127614005636516
0.0054773070201213515,0.36122019092103763
0.008212901824719928,0.36112703169699994
0.010944859453409728,0.36099679532035445
0.013672008402659391,0.3608296651216581
0.01639320071926816,0.36062587367349874
0.01910731351913359,0.36038570091707667
0.021813250807073675,0.3601094733372643
0.024509944466734945,0.35979756096408044
0.0271963557152991,0.3594503759249146
0.029871476342681287,0.3590683706181596
0.032534330196337564,0.3586520360095733
0.03518397354859483,0.3582018987753864
0.03781949806535311,0.3577185209238082
0.04044002654267578,0.35720249430968903
0.0430447220946945,0.35665444351042264
0.04563277784735745,0.35607501606259107
0.048203430277466326,0.35546489055360425
0.05075594559243935,0.35482476384342904
0.0532896338270384,0.35415535770549905
0.05580383760113598,0.3534574100607967
0.05829793981334634,0.3527316769630162
0.06077136093723025,0.3519789287105349
0.06322355404831086,0.35119994701902985
0.06565401985100648,0.3503955261492751
0.06806229419351541,0.34956646792611923
0.07044793177479078,0.3487135779267177
0.07281055340768436,0.347837669750652
0.07514979536459726,0.3469395576883551
0.07746532826480473,0.3460200571285498
0.07975687894930396,0.34507998144630536
0.08202418250903608,0.3441201432602372
0.08426702256197116,0.34314134917494976
0.0864852215314446,0.34214439831083526
0.08867861198034217,0.3411300875820175
0.09084708208473757,0.3400991982869749
0.09299054111604754,0.33905250414326565
0.09510891757374564,0.33799077177161563
0.09720219168203227,0.33691474469092747
0.09927035309737724,0.3358251614633701
0.10131342214051006,0.33472274397075313
0.10333145811261167,0.33360818984845325
0.10532452329491764,0.33248219540031526
0.10729271859297239,0.33134542883277374
0.1092361858968092,0.3301985234729911
0.111155068521037,0.3290421112935783
0.11304951306911387,0.3278768219934882
0.1149197128578308,0.3267032411824208
0.11676589547404247,0.3255219147801203
0.11858828925632198,0.32433338730742994
0.12038712421725209,0.32313820171824814
0.12216266451362519,0.321936857987854
0.12391520563491679,0.32072980894205955
0.12564504418015834,0.3195175050041795
0.1273524731894031,0.31830039565654517
0.12903777627046176,0.3170789177275444
0.13070124055185744,0.3158534863566865
0.132343160676247,0.31462450279598897
