S, x, y, nx, ny, theta, m
0.,0.,2.555838023331763,-11.382524975017569,0.,0.,-4.662318288425692
0.0008333333333333334,0.004992743222119747,2.5557798966841085,-11.362885935731601,0.012922953839824197,-0.023278814424190622,-4.661689586118229
0.0016666666666666668,0.009982786621698169,2.5556055953285313,-11.343104808307832,0.02608012785828292,-0.04655137157793327,-4.6598081353859575
0.0025,0.014967419790873907,2.5553152493967186,-11.323148013224028,0.039460117485243355,-0.06981141039729788,-4.656681044404486
0.0033333333333333335,0.0199439555125717,2.5549090921244137,-11.302982728844977,0.053051450846330214,-0.09305274146571385,-4.652316445594546
0.004166666666666667,0.024909715055674027,2.554387453102969,-11.282576668127753,0.06684254894232906,-0.11626920874588968,-4.646723464460221
0.005,0.029862036725608082,2.553750750549595,-11.261898099350065,0.08082177711747987,-0.13945470274563504,-4.639912134703019
0.005833333333333334,0.03479828028454098,2.5529994970858354,-11.240915889169239,0.094977458379751,-0.16260316761770685,-4.631893460070172
0.006666666666666667,0.0397158310166861,2.552134291973625,-11.219599466095561,0.1092979063542023,-0.1857086038924149,-4.622679339229276
0.007500000000000001,0.044612104173240616,2.551155823747461,-11.197918848886511,0.12377144191124982,-0.2087650746826629,-4.612282595957754
0.008333333333333333,0.04948454799250445,2.5500648659999134,-11.175844632348626,0.13838641508127175,-0.2317667085404747,-4.6007169388773255
0.009166666666666667,0.05433064267185502,2.5488622648241948,-11.153347916702343,0.15313121921404527,-0.254707694898744,-4.587996833715646
0.01,0.05914792838229842,2.5475489856919875,-11.130400659335304,0.16799435478139566,-0.27758233305076707,-4.574137998474393
0.010833333333333334,0.06393396742527856,2.546126041524335,-11.106975151500018,0.1829643567123514,-0.30038496366110495,-4.559156647626007
0.011666666666666667,0.06868636210017955,2.544594508691267,-11.083044187642571,0.19802985496539222,-0.3231099977092361,-4.543069666558857
0.0125,0.07340280840447706,2.5429555918555757,-11.05858160741674,0.2131797357248262,-0.3457520041404578,-4.525895307739273
0.013333333333333334,0.07808101663201757,2.5412105141137995,-11.033561403173554,0.22840292609859617,-0.36830557567025957,-4.507652020695146
0.014166666666666668,0.08271875913754369,2.539360584109191,-11.007958312891857,0.2436885178092281,-0.3907654130231667,-4.488359163673112
0.015000000000000001,0.0873138980634985,2.5374072064363844,-10.98174797340686,0.25902588641384583,-0.4131263641159063,-4.468037129967077
0.015833333333333335,0.09186430883430996,2.535351798474386,-10.95490615193612,0.2744044517028412,-0.43538329855395347,-4.446706451384512
0.016666666666666666,0.09636796476056866,2.5331958709574036,-10.927409618000995,0.2898139576488041,-0.45753124846003485,-4.42438866935249
0.0175,0.10082291387129134,2.530940996359627,-10.89923584355201,0.30524441015128156,-0.4795653669540191,-4.401106000551292
0.018333333333333333,0.10522722378076768,2.528588763266703,-10.87036250095466,0.3206858834770787,-0.501480839742208,-4.376880836714288
0.01916666666666667,0.10957908683534452,2.5261408498603486,-10.840768477455692,0.33612890675129237,-0.5232730574399681,-4.351736552767777
0.02,0.11387674865544833,2.523598967222505,-10.810433148201854,0.3515642115100373,-0.5449374967784679,-4.325696889633843
0.020833333333333336,0.11811849218454146,2.5209648499790824,-10.779336270012733,0.366982670161875,-0.5664696967856978,-4.298785846543811
0.021666666666666667,0.12230273776826486,2.5182403057696767,-10.747458938895662,0.38237569324069515,-0.5878654230959883,-4.2710282358525635
0.022500000000000003,0.12642793686136083,2.5154271562606514,-10.714782540250582,0.3977348167014926,-0.6091204920613541,-4.242449028892632
0.023333333333333334,0.13049259320845305,2.5125272489531967,-10.681289007517005,0.41305178416283156,-0.6302308080030717,-4.213073482269949
0.02416666666666667,0.1344953753298061,2.5095424902270524,-10.64696195777282,0.4283190256267969,-0.6511925513569686,-4.182927519103084
0.025,0.13843497941779462,2.506474794429879,-10.611785287149688,0.4435290890918302,-0.6720019488358219,-4.15203715463651
0.025833333333333337,0.14231011311777392,2.503326080812,-10.575743004169201,0.4586745691631276,-0.692655246060808,-4.12042845923274
0.02666666666666667,0.14611963688386495,2.5000983096907308,-10.538820806373495,0.4737487172269702,-0.7131489504118776,-4.088127965542536
0.0275,0.14986251997307007,2.496793458396827,-10.501005689084929,0.4887452698592615,-0.7334797604064555,-4.0551623982107685
0.028333333333333335,0.15353773397509698,2.493413503979358,-10.46228468048112,0.5036579749660343,-0.7536443789115601,-4.021558478746705
0.029166666666666667,0.15714429894613716,2.489960432917531,-10.422645332751069,0.5184807940009959,-0.7736395911302884,-3.9873430377168284
0.030000000000000002,0.16068141690403595,2.4864362458889393,-10.38207750810171,0.5332085217750853,-0.7934625069976351,-3.9525430582166345
0.030833333333333334,0.1641483324132189,2.482842941306719,-10.340571699113084,0.5478361562824432,-0.813110316488903,-3.9171854913509585
0.03166666666666667,0.1675442927230546,2.4791825181271085,-10.298118424877668,0.5623587072966042,-0.832580214056392,-3.881297294787211
0.0325,0.170868652489763,2.475456975020801,-10.254709662244045,0.5767716897739952,-0.851869589795212,-3.8449054122072397
0.03333333333333333,0.1741209072635339,2.4716682960141823,-10.210339557792183,0.5910713033793444,-0.8709761011680944,-3.8080365896887463
0.03416666666666667,0.1773005621130377,2.4678184625509467,-10.165002433434251,0.6052537964935291,-0.8898974248983742,-3.770717539943806
0.035,0.18040714088761145,2.4639094547829488,-10.118692879225982,0.6193155075943901,-0.9086312724949945,-3.732974958438284
0.035833333333333335,0.18344031837518965,2.459943225232927,-10.071408006332463,0.6332535268363215,-0.9271756497049723,-3.6948351729720548
0.03666666666666667,0.1863998418188815,2.4559217053150224,-10.023146302655931,0.6470653177458717,-0.9455287101918561,-3.6563242306515535
0.037500000000000006,0.18928545903313315,2.451846826092089,-9.973906270628907,0.6607483470888641,-0.9636886089342783,-3.617468173970515
0.03833333333333334,0.19209697412073035,2.4477205039451966,-9.923687421020835,0.674300368508588,-0.9816536136026182,-3.5782928515094508
0.03916666666666667,0.19483433367970673,2.443544602744953,-9.872492193585066,0.6877198862707417,-0.9994222919824752,-3.5388234033825565
0.04,0.19749750636020064,2.439320975214223,-9.82032355546736,0.7010055256069226,-1.0169932612253259,-3.499084817219857
0.04083333333333333,0.20008646583068687,2.4350514725709957,-9.767184564735176,0.7141559376151072,-1.0343651485874459,-3.459102061272397
0.04166666666666667,0.20260128455555906,2.4307379007882144,-9.713080476769337,0.7271703067269584,-1.0515367968899358,-3.41889948714703
0.0425,0.20504212464617494,2.4263820147451383,-9.658018802591366,0.7400483168101538,-1.0685072552461512,-3.378500735785381
0.043333333333333335,0.20740915140239982,2.4219855666464007,-9.602007155810234,0.7527896708190775,-1.0852755810196957,-3.337929409945474
0.04416666666666667,0.20970254633500102,2.4175503015218407,-9.545053495678461,0.7653941589067067,-1.1018408662737724,-3.2972090179146085
0.045000000000000005,0.21192260924688613,2.413077884489728,-9.487168988625221,0.7778622469784774,-1.1182024872830303,-3.2563619400517236
0.04583333333333334,0.21406969072104715,2.4085699389300745,-9.428366362639757,0.7901947016695113,-1.1343599506921505,-3.2154099542073986
0.04666666666666667,0.2161441414894751,2.404028088038241,-9.368658351838908,0.8023922905863682,-1.1503127635983106,-3.1743748354747057
0.0475,0.2181463189555694,2.3994539508341153,-9.308057868597174,0.8144558192287628,-1.1660604487196737,-3.133278301749819
0.04833333333333334,0.2200766731721709,2.3948490679326357,-9.246580652912385,0.8263866433020671,-1.1816027679287169,-3.0921409401728095
