s,g(s)
0.,0.05767382233119966
0.01,0.05757349600931983
0.02,0.057272227745826944
0.03,0.0567718210162731
0.04,0.05607485431048218
0.05,0.055184930314056066
0.06,0.054106640576968894
0.07,0.05284545677698289
0.08,0.05140751728374605
0.09,0.049799305482632894
0.1,0.048027354956915715
0.11,0.04609841360038801
0.12,0.044020688866141224
0.13,0.04180580868540821
0.14,0.03946882340010717
0.15,0.03702463161017171
0.16,0.034485056473137043
0.17,0.03186041129247509
0.18,0.029162930017913497
0.19,0.02640867708023532
0.2,0.023617205311471788
0.21,0.02081000582076413
0.22,0.018010850789473624
0.23,0.015246009038137182
0.24,0.01254569317946214
0.25,0.009947020056686183
0.26,0.007494203542638312
0.27,0.005240643833774024
0.28,0.003255831232362063
0.29,0.0016253080124452811
0.3,0.0004588969788471302
0.31,-0.00010150341951349558
0.32,0.00012670664129734805
0.33,0.0013845412635486757
0.34,0.003987759048250433
0.35000000000000003,0.008354347635253358
0.36,0.015042571595277303
0.37,0.024800963172258963
0.38,0.03863959421721226
0.39,0.0579336969668426
0.4,0.08456772471586292
0.41000000000000003,0.12114132927393849
0.42,0.1712649419773884
0.43,0.2399610851432324
0.44,0.3341442087834176
0.45,0.4628966737971621
0.46,0.636303541513093
0.47000000000000003,0.8585727373423214
0.48,1.1060653232949795
0.49,1.2964129698053657
0.5,1.3361121506733258
0.51,1.2546948756978524
0.52,1.1516197819398584
0.53,1.0686637079369647
0.54,1.0030528114170885
0.55,0.9457735906646936
0.56,0.8918152086256932
0.5700000000000001,0.839335458181181
0.58,0.7879125616914483
0.59,0.7376181707919076
0.6,0.6886538871157706
0.61,0.6412299296911178
0.62,0.5955296867558598
0.63,0.5517015514116895
0.64,0.5098588521661201
0.65,0.4700820958304162
0.66,0.4324218609421683
0.67,0.39690186434051156
0.68,0.36352204828437745
0.6900000000000001,0.33226162163436657
0.7000000000000001,0.30308201172637006
0.71,0.27592969127491235
0.72,0.25073884960180987
0.73,0.22743388260687158
0.74,0.2059316817025022
0.75,0.18614370807311212
0.76,0.16797784488100306
0.77,0.1513400258594963
0.78,0.13613564407575943
0.79,0.12227074906236261
0.8,0.10965304416657778
0.81,0.09819269861759942
0.8200000000000001,0.08780299063285664
0.8300000000000001,0.07840079889367418
0.84,0.0699069600638739
0.85,0.06224650976917121
0.86,0.055348823790832315
0.87,0.04914767520063584
0.88,0.04358122195190246
0.89,0.03859193804435386
0.9,0.03412649998423942
0.91,0.030135638818760718
0.92,0.02657396664114941
0.93,0.023399785170785548
0.9400000000000001,0.0205748828091314
0.9500000000000001,0.01806432545880288
0.96,0.01583624545674918
0.97,0.013861632075941467
0.98,0.01211412632043654
0.99,0.010569822111812602
1.,0.009207075422029868
