s,g(s)
0.,0.2831147733199322
0.01,0.2834460144464874
0.02,0.2844453570302329
0.03,0.28612972951337046
0.04,0.2885279873282834
0.05,0.29168172216650556
0.06,0.2956468120606782
0.07,0.3004953550761188
0.08,0.30631872983525704
0.09,0.31323137297539133
0.1,0.3213763477115283
0.11,0.33093221635641373
0.12,0.3421228474386708
0.13,0.3552289311099539
0.14,0.37060304229306124
0.15,0.38868784994815353
0.16,0.41004480145772515
0.17,0.4353914918152972
0.18,0.4656453489735912
0.19,0.5019316281969816
0.2,0.5454302555827488
0.21,0.596610216251991
0.22,0.6527712826989197
0.23,0.7033379413905002
0.24,0.7297564204441266
0.25,0.7232890092501754
0.26,0.6972458711308267
0.27,0.6678588694308808
0.28,0.6411836664077366
0.29,0.6172787403536003
0.3,0.5949905198615612
0.31,0.5734865664510412
0.32,0.5523525461545246
0.33,0.5314246773054963
0.34,0.5106621006897126
0.35000000000000003,0.49007538504870674
0.36,0.4696950046942539
0.37,0.449557570608129
0.38,0.4297005893338008
0.39,0.4101604206828865
0.4,0.3909714998593894
0.41000000000000003,0.37216604660987285
0.42,0.35377388604893395
0.43,0.3358223760808731
0.44,0.31833630311722044
0.45,0.30133784729115304
0.46,0.28484650593834127
0.47000000000000003,0.26887908917801345
0.48,0.25344967726637757
0.49,0.23856965339565622
0.5,0.2242477017083272
0.51,0.21048988051363196
0.52,0.19729966313529218
0.53,0.18467804994522635
0.54,0.17262364969790578
0.55,0.16113282474744098
0.56,0.15019980684961523
0.5700000000000001,0.13981686702580187
0.58,0.12997445731729843
0.59,0.12066139510010179
0.6,0.11186502093945533
0.61,0.10357138705798818
0.62,0.09576542122401005
0.63,0.08843110976208862
0.64,0.08155165852268793
0.65,0.07510966241203916
0.66,0.06908725604416882
0.67,0.06346626390944343
0.68,0.058228335283307085
0.6900000000000001,0.05335507141143072
0.7000000000000001,0.04882814116467098
0.71,0.04462938388624489
0.72,0.04074090428440058
0.73,0.03714515078880962
0.74,0.03382499008273324
0.75,0.030763762513771702
0.76,0.027945337274259494
0.77,0.02535414744197219
0.78,0.022975227776175083
0.79,0.02079423233881558
0.8,0.018797457330020802
0.81,0.01697184441630115
0.8200000000000001,0.015304991186748062
0.8300000000000001,0.013785143231633401
0.84,0.012401194738731774
0.85,0.011142672159850535
0.86,0.009999727251052583
0.87,0.0089631148089884
0.88,0.008024180220958133
0.89,0.007174833365133636
0.9,0.006407532419156723
0.91,0.005715255645509758
0.92,0.0050914828990795144
0.93,0.004530166658658058
0.9400000000000001,0.004025712383463253
0.9500000000000001,0.003572949833127501
0.96,0.0031671131661061315
0.97,0.0028038133079855824
0.98,0.00247901845786194
0.99,0.002189028059219516
1.,0.001930454136181988
