s,g(s)
0.,0.5662295466398644
0.01,0.5668920288929749
0.02,0.5688907140604658
0.03,0.5722594590267409
0.04,0.5770559746565668
0.05,0.5833634443330111
0.06,0.5912936241213564
0.07,0.6009907101522376
0.08,0.6126374596705141
0.09,0.6264627459507827
0.1,0.6427526954230566
0.11,0.6618644327128275
0.12,0.6842456948773415
0.13,0.7104578622199078
0.14,0.7412060845861225
0.15,0.7773756998963071
0.16,0.8200896029154503
0.17,0.8707829836305944
0.18,0.9312906979471824
0.19,1.0038632563939631
0.2,1.0908605111654976
0.21,1.193220432503982
0.22,1.3055425653978394
0.23,1.4066758827810004
0.24,1.4595128408882532
0.25,1.4465780185003507
0.26,1.3944917422616534
0.27,1.3357177388617616
0.28,1.2823673328154732
0.29,1.2345574807072006
0.3,1.1899810397231223
0.31,1.1469731329020825
0.32,1.1047050923090491
0.33,1.0628493546109925
0.34,1.0213242013794253
0.35000000000000003,0.9801507700974135
0.36,0.9393900093885078
0.37,0.899115141216258
0.38,0.8594011786676016
0.39,0.820320841365773
0.4,0.7819429997187788
0.41000000000000003,0.7443320932197457
0.42,0.7075477720978679
0.43,0.6716447521617462
0.44,0.6366726062344409
0.45,0.6026756945823061
0.46,0.5696930118766825
0.47000000000000003,0.5377581783560269
0.48,0.5068993545327551
0.49,0.47713930679131245
0.5,0.4484954034166544
0.51,0.4209797610272639
0.52,0.39459932627058436
0.53,0.3693560998904527
0.54,0.34524729939581156
0.55,0.32226564949488196
0.56,0.30039961369923046
0.5700000000000001,0.27963373405160374
0.58,0.25994891463459685
0.59,0.24132279020020359
0.6,0.22373004187891066
0.61,0.20714277411597637
0.62,0.1915308424480201
0.63,0.17686221952417724
0.64,0.16310331704537587
0.65,0.15021932482407832
0.66,0.13817451208833764
0.67,0.12693252781888686
0.68,0.11645667056661417
0.6900000000000001,0.10671014282286144
0.7000000000000001,0.09765628232934195
0.71,0.08925876777248978
0.72,0.08148180856880116
0.73,0.07429030157761923
0.74,0.06764998016546649
0.75,0.061527525027543405
0.76,0.05589067454851899
0.77,0.05070829488394438
0.78,0.04595045555235017
0.79,0.04158846467763116
0.8,0.037594914660041605
0.81,0.0339436888326023
0.8200000000000001,0.030609982373496124
0.8300000000000001,0.027570286463266803
0.84,0.02480238947746355
0.85,0.02228534431970107
0.86,0.019999454502105166
0.87,0.0179262296179768
0.88,0.016048360441916265
0.89,0.014349666730267273
0.9,0.012815064838313446
0.91,0.011430511291019517
0.92,0.010182965798159029
0.93,0.009060333317316116
0.9400000000000001,0.008051424766926506
0.9500000000000001,0.007145899666255002
0.96,0.006334226332212263
0.97,0.005607626615971165
0.98,0.00495803691572388
0.99,0.004378056118439032
1.,0.003860908272363976
