s,g(s)
0.,0.68877652132984
0.01,0.6883461704993146
0.02,0.6870567306472799
0.03,0.6849130296249034
0.04,0.6819230803805524
0.05,0.6780980310612762
0.06,0.6734520957650337
0.07,0.6680024665456041
0.08,0.6617692074324983
0.09,0.6547751313800672
0.1,0.647045661201766
0.11,0.6386086756756327
0.12,0.6294943421241592
0.13,0.6197349368746593
0.14,0.6093646550940138
0.15,0.5984194115634749
0.16,0.5869366340144833
0.17,0.5749550506848061
0.18,0.5625144737755938
0.19,0.5496555804942356
0.2,0.5364196933554377
0.21,0.5228485613842244
0.22,0.5089841438202157
0.23,0.4948683978634477
0.24,0.4805430719291116
0.25,0.4660495057931073
0.26,0.4514284389134636
0.27,0.4367198281058732
0.28,0.42196267563628753
0.29,0.4071948686712338
0.3,0.3924530308988276
0.31,0.37777238700193994
0.32,0.3631866405312154
0.33,0.348727865591181
0.34,0.33442641261904804
0.35000000000000003,0.3203108284044204
0.36,0.30640779037035676
0.37,0.29274205501334793
0.38,0.2793364202829278
0.39,0.2662117015718506
0.4,0.25338672088596936
0.41000000000000003,0.24087830866989027
0.42,0.22870131768077223
0.43,0.21686864822881255
0.44,0.2053912840392951
0.45,0.19427833793782534
0.46,0.18353710651757404
0.47000000000000003,0.17317313291493824
0.48,0.16319027679782003
0.49,0.15359079065841202
0.5,0.1443754014995617
0.51,0.13554339700995943
0.52,0.1270927153379844
0.53,0.11902003759639639
0.54,0.11132088225947094
0.55,0.10398970064990715
0.56,0.09701997275409101
0.5700000000000001,0.09040430265030285
0.58,0.08413451288438598
0.59,0.0782017371804665
0.6,0.07259651092973572
0.61,0.06730885895732051
0.62,0.062328380125146715
0.63,0.05764432838675759
0.64,0.05324568996764347
0.65,0.0491212564011784
0.66,0.045259693205214585
0.67,0.041649604037275724
0.68,0.03827959021670495
0.6900000000000001,0.035138305549704776
0.7000000000000001,0.03221450643766675
0.71,0.02949709729029088
0.72,0.02697517130256963
0.73,0.024638046688640114
0.74,0.022475298495725358
0.75,0.020476786147880146
0.76,0.018632676892057155
0.77,0.016933465338189693
0.78,0.01536998930065703
0.79,0.013933442160799055
0.8,0.012615381979248476
0.81,0.011407737592942686
0.8200000000000001,0.01030281193497489
0.8300000000000001,0.009293282816168716
0.84,0.008372201405646835
0.85,0.007532988643951188
0.86,0.0067694298167027414
0.87,0.0060756675096006706
0.88,0.005446193156992954
0.89,0.004875837386529027
0.9,0.0043597593517516265
0.91,0.003893435233106582
0.92,0.0034726460759428087
0.93,0.003093465121820562
0.9400000000000001,0.0027522447770117627
0.9500000000000001,0.0024456033496127474
0.96,0.0021704116743325556
0.97,0.0019237797318884097
0.98,0.0017030433581383154
0.99,0.0015057511266969737
1.,0.00132965147788949
