x,y
0.,0.6144477084705924
0.012245534044633048,0.614031944282375
0.02441459081297208,0.6127910021026137
0.03643347735206761,0.6107434352619443
0.04823320758004537,0.6079189928565392
0.059751041445774464,0.6043572277223874
0.0709316988675262,0.6001059130015396
0.08172811088345154,0.5952192712080642
0.09210188191412862,0.5897562470412347
0.1020233367367851,0.5837787887732098
0.11147125674334109,0.5773502717716771
0.12043241260519028,0.5705341038122274
0.12890086283649452,0.5633925319129767
0.136877163921788,0.5559856621307149
0.14436746038167664,0.54837072331829
0.15138262480874148,0.5406014902047095
0.15793734716328064,0.5327279354827626
0.16404931056531152,0.5247960140617765
0.1697384317562285,0.5168475614749407
0.1750261599895998,0.5089203472071528
0.1799348872024655,0.5010481558546379
0.18448743313428984,0.49326095092480027
0.1887066189850254,0.4855850715308594
0.19261492123178797,0.47804345189533143
0.19623419877975234,0.4706558518120556
0.19958548550395666,0.4634390878499548
0.20268884468491433,0.45640726635597817
0.20556324934036702,0.4495719583478536
0.20822654310148997,0.4429424480553704
0.21069542581564848,0.4365259217475953
0.21298543543996348,0.43032759683931837
0.21511096262107687,0.4243508595447464
0.2170853255761585,0.4185974466265353
0.21892082493033718,0.41306755794515404
0.22062878991017076,0.40775993194080407
0.22221965569651297,0.4026719434134556
0.22370304427587132,0.3977996877516374
0.22508786670027334,0.3931380937657808
0.22638233646448394,0.3886808735930373
0.22759412690251077,0.38442071418918466
0.22873037248167427,0.3803491926457387
0.229797795352026,0.37645692626583926
0.23080272750404018,0.37273351298989454
0.2317511951450321,0.36916759939605226
0.23264898056565703,0.36574695629137655
0.23350153891424336,0.36245877535283355
0.23431341781828943,0.3592924150231106
0.23508800613774228,0.3562405743171282
0.2358281474795863,0.35329726196965605
0.23653646411345247,0.35045661897626434
0.2372153818908065,0.3477129198094185
0.23786714717195215,0.3450605814678126
0.2384938519313054,0.34249416285872025
0.2390974392366768,0.3400083774156677
0.2396797239025547,0.33759809154233944
0.24024240354074947,0.3352583269996908
0.24078706588956933,0.33298426899575473
0.24131519818696961,0.33077126922781175
0.24182820154995516,0.3286148359472006
0.24232738862109032,0.3265106518175237
0.24281399473005125,0.32445456839451714
0.24328918591984525,0.3224425988320879
0.24375405150406781,0.3204709499810068
0.244209629715477,0.31853596541543794
0.24465688461383267,0.31663420252352004
0.245096735380382,0.31476235303547995
0.24553003444100802,0.31291732285436746
0.2459575934154199,0.31109615360912435
0.24638016184550343,0.3092961033353482
0.24679845061423208,0.30751457008349037
0.24721311699043208,0.305749152494882
0.24762477456378945,0.3039976175463206
0.24803399341077476,0.3022579043424226
0.2484412956585125,0.30052814551836876
0.24884716594251063,0.29880662863367907
0.2492520402280773,0.29709184383093673
0.2496563177527079,0.29538243755621146
0.2500603523724689,0.29367724881579654
0.25046445832974074,0.29197528723773464
0.25086891075746454,0.290275730041857
0.25127392993808584,0.28857798852535055
0.2516797146894275,0.28688156790951314
0.2520864128802608,0.28518618849968924
0.2524941185703058,0.28349179421797654
0.2529029068119881,0.2817984101236785
0.2533127850479325,0.28010633773073423
0.25372371970251695,0.27841603658898384
0.25413565763201074,0.2767280454047104
0.25454847135999636,0.2750431897310537
0.2549620019155122,0.2733624077813227
0.25537610955999807,0.2716865511975509
0.2557906710938273,0.270016393495153
0.2562056071940031,0.26835250257599963
0.2566208813732931,0.26669525724395393
0.2570364595213759,0.2650450106557395
0.25745230794263196,0.2634021031837498
