t,L,l
2.0528016032529095,0.4999889122716151,0.8127698197006312
2.06358527165996,0.49998677692208066,0.8149605022796411
2.0743689400670107,0.4999834616003171,0.8171689290200902
2.0851526084740617,0.4999793437922064,0.8193958792656777
2.0959362768811123,0.4999742293445889,0.8216414849112268
2.109397789933053,0.49996787718075664,0.8244737267241724
2.1228593029849945,0.4999574667621579,0.8273333715699843
2.139658069229165,0.4999438184166831,0.8309481380121078
2.1564568354733358,0.4999198875595968,0.8346032635878945
2.173255601717506,0.4998863249745554,0.8383007236039248
2.1942103334015353,0.4998392648619345,0.8429851141860285
2.204742585836857,0.4997495513771806,0.845292797792321
2.2152748382721783,0.4996941706464936,0.8476635224075022
2.2258070907075,0.4996258128231241,0.8500414462160378
2.2363393431428213,0.4995414614232317,0.8524231249778932
2.249487416950801,0.49943741149795295,0.8554307492234269
2.2626354907587802,0.499268438892019,0.8583964696517513
2.2757835645667597,0.4990491105830055,0.8613376597294153
2.2823792102957094,0.49876474687799666,0.8626140513758935
2.2889748560246588,0.49860293818422363,0.8640486610810005
2.2955705017536085,0.49841886994938206,0.8654652440952549
2.3038082839881033,0.4982095793523857,0.8672727802744208
2.312046066222598,0.4979026474937681,0.8689749347449679
2.3223327342278006,0.4975428997810702,0.871149531698991
2.3326194022330027,0.4969953826211713,0.8731149694587444
2.3429060702382047,0.4963301823317113,0.8749568468840867
2.353192738243407,0.4955240878597352,0.8766461629310276
2.363479406248609,0.4945502626877872,0.8781496108413893
2.376321292198395,0.4933780994647539,0.8801108236161947
2.3891631781481815,0.4915421193094123,0.8812863117094102
2.4020050640979673,0.48926023800942725,0.8819498557150214
2.418031818159295,0.4864516014830427,0.8828810507111495
2.4340585722206227,0.4819730441339615,0.8818484039789014
2.45008532628195,0.4763780501407939,0.8795718871282366
2.4661120803432777,0.46955103588411484,0.8759614420274071
2.4821388344046054,0.46142934446217165,0.8709976355324405
2.4981655884659326,0.45201520707628845,0.8647344002778491
2.5141923425272603,0.44137530794502117,0.8572861967191349
2.5302190965885876,0.42962812519471005,0.8488049000854722
2.5462458506499153,0.4169238309107903,0.8394548437834646
2.562272604711243,0.4034232792339269,0.8293928084501279
2.57829935877257,0.3892811348286344,0.8187557286488726
2.594326112833898,0.374635249890185,0.8076554789839013
2.610352866895225,0.3596019036504604,0.7961785334556009
2.626379620956553,0.34427528658707884,0.7843882043164319
2.6424063750178806,0.328729454818393,0.7723277440643312
2.658433129079208,0.3130213674058073,0.760023276610591
2.6744598831405355,0.2971941255635371,0.7474861039126577
2.6904866372018628,0.2812799499788245,0.7347142861544924
2.7065133912631905,0.265302708876906,0.7216932351183697
2.7225401453245177,0.24927996575750785,0.7083944224826045
2.7385668993858454,0.23322459096116116,0.6947717494865644
2.754593653447173,0.21714600972458734,0.6807590491079822
2.774587281299289,0.20105116523064637,0.6669595026690261
2.777108455364082,0.1809139670482874,0.6452160032743475
2.7796296294288747,0.1783982002896934,0.6428070996997599
2.7821508034936677,0.17588231481659763,0.6403756631561132
2.7846719775584607,0.1733663266642908,0.6379232047104298
2.7871931516232538,0.17085025241670385,0.6354500981700504
2.7897143256880463,0.16833410927840323,0.6329560704029106
2.7922354997528394,0.16581791516764974,0.6304403883307211
2.795385975409512,0.16330168883282695,0.6279993917292237
2.7985364510661843,0.16015626344576267,0.6247912562453329
2.800112929581115,0.15701085488879593,0.6213013129876698
2.801689408096046,0.1554383422037271,0.6196608068450176
2.803265886610977,0.15386585449538312,0.6180080665685385
2.804842365125908,0.15229339816794643,0.6163425351292969
2.80681257524973,0.15072097997855569,0.6147230166095006
2.807798165527554,0.1487554614905523,0.6124560701189115
2.808291082089985,0.1477728106167343,0.6113144635573736
2.808783998652417,0.14728151437892936,0.6107784369146718
2.809276915214848,0.14679022468737726,0.6102408567282344
2.8097698317772792,0.14629894181174694,0.6097017027204272
2.810262748339711,0.14580766602754258,0.6091609539430377
2.8107556649021426,0.1453163976163026,0.6086185888753647
2.8113717726509835,0.1448251368658064,0.6080929697220989
2.8119878803998244,0.14421106539675116,0.6074105967320982
2.8126039881486653,0.14359700685250865,0.6067255882147842
2.8133740635422386,0.14298296183676074,0.6060608102195779
2.8141441389358115,0.14221541456867814,0.6051973094710759
2.8143367133866004,0.1414478904597491,0.6042437516375728
2.8145292878373893,0.14125602386027464,0.6040261475474035
2.814553361671917,0.14106415886093077,0.6037832777546526
2.814577435506445,0.1410401762454322,0.6037560239988536
2.8146015093409726,0.14101619365555107,0.6037287658202349
2.8146255831755007,0.1409922110913297,0.6037015032163325
2.814649657010029,0.1409682285528104,0.6036742361846809
2.8146737308445564,0.14094424604003555,0.6036469647228125
2.8147038230471626,0.14092026355304754,0.6036205809428589
2.814733915249769,0.14089028546286064,0.6035864797621531
2.814771530361538,0.14086030741310163,0.6035534866880726
2.8148185490301763,0.14082283488006295,0.6035122353893524
2.814877322020551,0.14077599425948834,0.6034606556976834
2.814950787718807,0.1407174435555286,0.6033961567345041
2.815042618998344,0.1406442552883185,0.6033154949404369
2.8151574067801723,0.14055277013166934,0.6032146080930133
2.8153008894487885,0.14043841396535509,0.6030884062263441
2.815444372117405,0.140295469198818,0.6029251953984074
2.8155878547860214,0.14015252538361025,0.6027618249217028
2.8157313374546376,0.14000958252901358,0.6025982942529435
2.815874820123254,0.13986664064437804,0.6024346028479464
2.816018302791871,0.13972369973912271,0.6022707501617968
2.81619765291111,0.13958075982273646,0.6021120422984584
2.8162424934566164,0.13940208568050022,0.6018868984750186
2.8162873340021224,0.13935741800425724,0.6018355489469566
2.816332174547629,0.1393127504275254,0.6017841834566241
2.816377015093135,0.1392680829506024,0.6017328019878975
2.816421855638641,0.13922341557378667,0.6016814045244256
2.8164779060063627,0.1391787482973774,0.6016316483857144
2.8165339563740845,0.1391229142790739,0.6015673587414319
2.8165900067418064,0.13906708041861462,0.6015030440260826
2.8166460571095286,0.1390112467165882,0.6014387042076311
2.8167161195783126,0.13895541317358506,0.6013764102396777
2.8167861820470965,0.13888562136809435,0.6012959182459188
2.816856244515881,0.138815829812972,0.6012153868732838
2.816926306984665,0.1387460385093819,0.6011348160590588
2.816996369453449,0.13867624745849236,0.6010542057405024
2.8170839467724638,0.13860645666147586,0.6009761432587107
2.8171715240914788,0.13851921836435613,0.6008752745304645
2.817259101410494,0.1384319804676797,0.6007743437730463
2.817346678729509,0.13834474297376392,0.6006733508636587
2.817434256048524,0.13825750588493688,0.6005722956795985
2.817521833367539,0.13817026920353753,0.6004711780982651
2.817609410686554,0.1380830329319158,0.6003699979971723
2.817696988005569,0.13799579707243256,0.6002687552539605
2.8177845653245845,0.1379085616274598,0.6001674497464041
2.8178940357750015,0.1378213265993806,0.6000693119167592
2.8180035062254185,0.13771228314949083,0.5999425118153082
2.818112976675835,0.13760324035866223,0.5998156130552175
2.818222447126252,0.13749419823161957,0.5996886153980898
2.818331917576669,0.1373851567731156,0.5995615186060481
2.8184687537673274,0.13727611598793124,0.5994383574897927
2.8186055899579854,0.13713981555683047,0.599279220639856
2.818742426148644,0.13700351619319537,0.5991199277485262
2.8188792623393018,0.13686721790654213,0.5989604783542247
2.8190503046521775,0.13673092070645823,0.5988059119064754
2.819093067973175,0.13656055010875048,0.5985872849952304
2.819135831294173,0.13651795833166142,0.5985373158154443
