t,L,l
0.09758032833886404,0.5,0.5141795103823993
0.09758032833886404,0.5,0.5141795103823993
0.14637049250829612,0.5,0.5212693114451868
0.1951606566777282,0.5,0.5283591391579991
0.2439508208471603,0.5,0.5354489951757344
0.29274098501659235,0.5,0.5425388826783336
0.34153114918602434,0.5,0.5496288062641184
0.3903213133554564,0.5,0.5567187745989702
0.43911147752488844,0.5,0.5638087963259428
0.4879016416943204,0.5,0.5708988864397183
0.5125942542846919,0.5,0.5744439772718145
0.5372868668750633,0.5,0.5779890975723813
0.5619794794654348,0.5,0.5815342539675334
0.5866720920558063,0.5,0.5850794532531822
0.6113647046461776,0.5,0.5886247054909369
0.636057317236549,0.5,0.5921700228168888
0.6668289759033027,0.5,0.5966017713571268
0.6976006345700565,0.5,0.6010336811088903
0.7283722932368102,0.5,0.6054658039104767
0.7591439519035639,0.5,0.6098982096234071
0.7974628162057005,0.49999999999999994,0.6154391842795962
0.8357816805078372,0.49999999999999983,0.6209809453118471
0.8741005448099739,0.49999999999999967,0.6265238050529367
0.9124194091121104,0.4999999999999992,0.6320681800177246
0.9600928785814672,0.4999999999999983,0.6390012353225081
1.007766348050824,0.4999999999999952,0.6459387481786099
1.055439817520181,0.49999999999998707,0.6528825919710953
1.103113286989538,0.4999999999999654,0.6598352451430846
1.127234089786382,0.49999999999990796,0.6633175851596002
1.151354892583226,0.49999999999986117,0.6668037680988456
1.1754756953800702,0.4999999999997849,0.6702943858007695
1.1995964981769143,0.49999999999966066,0.6737900981562329
1.2296576772400694,0.4999999999994582,0.6781670195061716
1.2597188563032244,0.4999999999989923,0.6825544113312796
1.2897800353663793,0.4999999999981345,0.6869540297190185
1.3198412144295344,0.4999999999965552,0.691367838163739
1.3499023934926895,0.4999999999936476,0.695798015718906
1.3799635725558446,0.4999999999882945,0.7002469675663305
1.4100247516189996,0.49999999997843897,0.7047173335990669
1.4400859306821545,0.49999999996029426,0.7092119946397766
1.4701471097453096,0.49999999992688837,0.7137340815294524
1.5002082888084645,0.4999999998653855,0.7182869760511936
1.5078087266970985,0.499999999752154,0.7194338122462699
1.5154091645857328,0.4999999997191797,0.7205829865887244
1.523009602474367,0.49999999968076975,0.7217345628257653
1.530610040363001,0.49999999963602815,0.7228886053644232
1.5401015958602555,0.4999999995839111,0.7243343231677527
1.54959315135751,0.49999999950507507,0.7257841088772686
1.5590847068547646,0.4999999994096725,0.7272380943295753
1.5685762623520192,0.4999999992942222,0.7286964144438132
1.5780678178492737,0.4999999991545113,0.7301592066544879
1.5875593733465283,0.4999999989854418,0.7316266105048432
1.599409807715627,0.4999999987808442,0.7334668080854837
1.6053525788968037,0.49999999845623994,0.7343907426902572
1.6112953500779805,0.4999999982733894,0.7353166566696074
1.6172381212591573,0.499999998067389,0.7362445866116433
1.6246610833780926,0.49999999783530774,0.7374070651116266
1.6320840454970276,0.49999999749859075,0.738572814079934
1.6395070076159626,0.49999999710776794,0.7397419076601056
1.6487771326728544,0.49999999665414513,0.7412075488068712
1.6580472577297463,0.49999999597102274,0.7426786598499867
1.667317382786638,0.4999999951480373,0.7441553910425303
1.6788916736914,0.49999999415655305,0.7460085207195947
1.690465964596162,0.4999999925922789,0.7478709287779349
1.702040255500924,0.4999999906179027,0.7497429220084642
1.7136145464056858,0.49999998812590885,0.7516248124525828
1.7251888373104478,0.4999999849805949,0.7535169174065512
1.7367631282152096,0.4999999810106815,0.7554195594591353
1.751210180406362,0.49999997599998547,0.7578114442691495
1.7656572325975144,0.49999996762075116,0.7602208609704039
1.7801042847886668,0.499999956410881,0.7626484714168336
1.794551336979819,0.4999999414141433,0.765094948481073
1.8089983891709713,0.49999992135127713,0.7675609765434918
1.8162480047042873,0.49999989451086974,0.7688040998746393
1.8234976202376032,0.4999998789885314,0.7700524519362715
1.8307472357709191,0.49999986103478167,0.7713061081972337
1.839801072831932,0.4999998402687667,0.7728799272083883
1.8488549098929448,0.4999998091329233,0.7744623211301169
1.8579087469539577,0.49999977178572363,0.7760534742751516
1.8669625840149704,0.499999726988057,0.7776535670217386
1.8760164210759833,0.49999967325362377,0.7792627810595204
1.8816846680545585,0.499999608799625,0.7802743289807871
1.8873529150331336,0.49999956366570253,0.7812896026324995
1.8930211620117088,0.4999995130976499,0.78230862122103
1.898689408990284,0.49999945644120364,0.7833314302305335
1.905769711742751,0.49999939296332935,0.7846147537255781
1.912850014495218,0.4999993014996633,0.7859041299192372
1.9199303172476851,0.4999991960695416,0.7871996651021252
1.9270106200001522,0.4999990745403298,0.7885014492957352
1.9340909227526193,0.49999893445375926,0.7898095725026998
1.942933495909323,0.4999987729762088,0.7914528069457478
1.9517760690660266,0.49999853189328874,0.7931061916416694
1.9606186422227303,0.4999982439477549,0.7947699461455171
1.9694612153794337,0.4999979000306274,0.7964442457124203
1.974996979845645,0.4999974892625075,0.7974972124811253
1.9805327443118566,0.49999720238879153,0.7985545989699899
1.9860685087780678,0.49999688183236024,0.7996162772258535
1.9916042732442791,0.49999652363867897,0.8006822891856129
1.9971400377104904,0.4999961233889927,0.8017526762013749
2.002675802176702,0.49999567614584717,0.8028274794807493
2.009590732745136,0.4999951763922207,0.8041766935630968
2.0165056633135694,0.49999445871260817,0.8055327970176778
2.0234205938820033,0.4999936342055404,0.8068960052547586
2.0303355244504373,0.4999926869717977,0.8082663923762232
2.0372504550188713,0.4999915987465614,0.8096440300793828
2.0441653855873048,0.49999034854766516,0.8110289872042048
