x,y
0.,0.3318516766665294
0.01642535031620502,0.33130190941395726
0.032725924251679764,0.32966610887181463
0.048784834274746516,0.32698321684561005
0.06449730680300662,0.32331419092150704
0.07977358207905776,0.31873776837589185
0.09454058984730514,0.3133458011590822
0.10874257808357377,0.3072386440615235
0.12234067172412827,0.3005207880901178
0.13531164359841386,0.2932970516996047
0.1476462216281625,0.2856693980570565
0.15934694544131506,0.2777344943305346
0.17042605397733118,0.2695818935312356
0.1809033750293911,0.261292816969298
0.19080435812053906,0.2529395178424079
0.2001584210686502,0.24458495117450596
0.2089975502069169,0.23628277510457155
0.21735588927294983,0.22807695592465568
0.22526822595329696,0.22000265350129714
0.23276732653337312,0.21208899958664798
0.23988355997429625,0.20435995036517515
0.2466448229260993,0.1968349156018657
0.25307655788941924,0.18952930857812764
0.2592018268109095,0.18245504222237788
0.2650414340333363,0.1756209608982281
0.2706140797344383,0.16903322172560786
0.2759365372913667,0.16269562367741427
0.28102383791955726,0.15660989932976677
0.28588946261075376,0.1507759671864114
0.29054553346800155,0.14519215272500174
0.29500300181687533,0.13985538481885465
0.2992718197186703,0.13476135624865293
0.3033611540878782,0.12990466463836986
0.30727963531848274,0.12527880290363289
0.31103536145694854,0.12087646502968684
0.31463573747109513,0.11669000019097996
0.318087600573969,0.11271148033536296
0.3213973255933496,0.10893278358673084
0.324570905177529,0.10534565565765305
0.3276140283128393,0.1019417693968016
0.33053214462159886,0.0987127735431286
0.33333051630502714,0.09565033631734553
0.3360142686742348,0.09274617988972136
0.3385884228136457,0.08999211175004566
0.3410579273090547,0.08738005198945017
0.3434276836180783,0.08490205391088713
0.3457025648614728,0.08255032122654762
0.34788743005099126,0.08031722215663958
0.34998713858675284,0.07819530006994133
0.35200655865092617,0.07617727606027434
0.35395048838306215,0.07425614242585592
0.3558236319316995,0.0724251872759918
0.35763060271303704,0.07067798668901107
0.3593759152416804,0.06900841650538135
0.36106398510091625,0.0674106350481348
0.3626991234172383,0.06587908362805919
0.36428552640433975,0.0644084955858915
0.3658272727711736,0.06299388221006925
0.3673283206648081,0.06163052321105124
0.3687924979337,0.060313970802322994
0.3702234948328391,0.05904004666277781
0.371624858398817,0.05780483527776166
0.3729999944600032,0.0566046675287147
0.3743521346624065,0.05543615077594653
0.37568430354606613,0.05429617887094551
0.3769991916785101,0.0531820172191694
0.37829932323137744,0.05209117640103767
0.3795871205631994,0.0510213274194363
